diag3_code,diag3_desc,admissions,emergency_admissions,year,summary_code,summary_desc
G80,Cerebral palsy,4099.0,208.0,2020-2021,G80-G83,Cerebral palsy & other paralytic syndromes
G81,Hemiplegia,3073.0,1871.0,2020-2021,G80-G83,Cerebral palsy & other paralytic syndromes
G82,Paraplegia and tetraplegia,1251.0,193.0,2020-2021,G80-G83,Cerebral palsy & other paralytic syndromes
G83,Other paralytic syndromes,1933.0,1641.0,2020-2021,G80-G83,Cerebral palsy & other paralytic syndromes
G90,Disorders of autonomic nervous system,647.0,298.0,2020-2021,G90-G99,Other diseases & disorders of the nervous syst.
G91,Hydrocephalus,2656.0,1250.0,2020-2021,G90-G99,Other diseases & disorders of the nervous syst.
G92,Toxic encephalopathy,46.0,34.0,2020-2021,G90-G99,Other diseases & disorders of the nervous syst.
G93,Other disorders of brain,10544.0,6794.0,2020-2021,G90-G99,Other diseases & disorders of the nervous syst.
G94,Other disorders of brain in diseases classified elsewhere,207.0,133.0,2020-2021,G90-G99,Other diseases & disorders of the nervous syst.
G95,Other diseases of spinal cord,2372.0,1044.0,2020-2021,G90-G99,Other diseases & disorders of the nervous syst.
G96,Other disorders of central nervous system,769.0,342.0,2020-2021,G90-G99,Other diseases & disorders of the nervous syst.
G97,"Postprocedural disorders of nervous system, not elsewhere classified",967.0,797.0,2020-2021,G90-G99,Other diseases & disorders of the nervous syst.
G98,"Other disorders of nervous system, not elsewhere classified",269.0,219.0,2020-2021,G90-G99,Other diseases & disorders of the nervous syst.
G99,Other disorders of nervous system in diseases classified elsewhere,1827.0,1141.0,2020-2021,G90-G99,Other diseases & disorders of the nervous syst.
H00,Hordeolum and chalazion,2659.0,703.0,2020-2021,H00-H06,"Disorders of eyelid, lacrimal system and orbit"
H01,Other inflammation of eyelid,461.0,175.0,2020-2021,H00-H06,"Disorders of eyelid, lacrimal system and orbit"
H02,Other disorders of eyelid,15760.0,505.0,2020-2021,H00-H06,"Disorders of eyelid, lacrimal system and orbit"
H03,Disorders of eyelid in diseases classified elsewhere,25.0,9.0,2020-2021,H00-H06,"Disorders of eyelid, lacrimal system and orbit"
H04,Disorders of lacrimal system,3418.0,216.0,2020-2021,H00-H06,"Disorders of eyelid, lacrimal system and orbit"
H05,Disorders of orbit,2619.0,2026.0,2020-2021,H00-H06,"Disorders of eyelid, lacrimal system and orbit"
H06,Disorders of lacrimal system and orbit in diseases classified elsewhere,882.0,68.0,2020-2021,H00-H06,"Disorders of eyelid, lacrimal system and orbit"
H10,Conjunctivitis,792.0,597.0,2020-2021,H10-H13,Disorders of conjunctiva (including conjunctivitis)
H11,Other disorders of conjunctiva,2027.0,384.0,2020-2021,H10-H13,Disorders of conjunctiva (including conjunctivitis)
H13,Disorders of conjunctiva in diseases classified elsewhere,51.0,6.0,2020-2021,H10-H13,Disorders of conjunctiva (including conjunctivitis)
H15,Disorders of sclera,143.0,68.0,2020-2021,H15-H22,"Disorders of sclera, cornea, iris and ciliary body"
H16,Keratitis,1516.0,717.0,2020-2021,H15-H22,"Disorders of sclera, cornea, iris and ciliary body"
H17,Corneal scars and opacities,217.0,5.0,2020-2021,H15-H22,"Disorders of sclera, cornea, iris and ciliary body"
H18,Other disorders of cornea,5500.0,133.0,2020-2021,H15-H22,"Disorders of sclera, cornea, iris and ciliary body"
H19,Disorders of sclera and cornea in diseases classified elsewhere,138.0,38.0,2020-2021,H15-H22,"Disorders of sclera, cornea, iris and ciliary body"
H20,Iridocyclitis,1161.0,239.0,2020-2021,H15-H22,"Disorders of sclera, cornea, iris and ciliary body"
H21,Other disorders of iris and ciliary body,562.0,68.0,2020-2021,H15-H22,"Disorders of sclera, cornea, iris and ciliary body"
H22,Disorders of iris and ciliary body in diseases classified elsewhere,46.0,9.0,2020-2021,H15-H22,"Disorders of sclera, cornea, iris and ciliary body"
H25,Senile cataract,132714.0,86.0,2020-2021,H25-H28,Disorders of lens (including cataracts)
H26,Other cataract,125402.0,293.0,2020-2021,H25-H28,Disorders of lens (including cataracts)
H27,Other disorders of lens,837.0,33.0,2020-2021,H25-H28,Disorders of lens (including cataracts)
H28,Cataract and other disorders of lens in diseases classified elsewhere,475.0,2.0,2020-2021,H25-H28,Disorders of lens (including cataracts)
H30,Chorioretinal inflammation,171.0,55.0,2020-2021,H30-H36,Disorders of choroid and retina
H31,Other disorders of choroid,1698.0,55.0,2020-2021,H30-H36,Disorders of choroid and retina
H32,Chorioretinal disorders in diseases classified elsewhere,16.0,4.0,2020-2021,H30-H36,Disorders of choroid and retina
H33,Retinal detachments and breaks,15895.0,4509.0,2020-2021,H30-H36,Disorders of choroid and retina
H34,Retinal vascular occlusions,9131.0,450.0,2020-2021,H30-H36,Disorders of choroid and retina
H35,Other retinal disorders,70201.0,604.0,2020-2021,H30-H36,Disorders of choroid and retina
H36,Retinal disorders in diseases classified elsewhere,13962.0,125.0,2020-2021,H30-H36,Disorders of choroid and retina
H40,Glaucoma,17072.0,797.0,2020-2021,H40-H42,Glaucoma
H42,Glaucoma in diseases classified elsewhere,15.0,0.0,2020-2021,H40-H42,Glaucoma
H43,Disorders of vitreous body,3769.0,537.0,2020-2021,H43-H45,Disorders of vitreous body and globe
H44,Disorders of globe,1048.0,390.0,2020-2021,H43-H45,Disorders of vitreous body and globe
H45,Disorders of vitreous body and globe in diseases classified elsewhere,224.0,12.0,2020-2021,H43-H45,Disorders of vitreous body and globe
H46,Optic neuritis,880.0,491.0,2020-2021,H46-H48,Disorders of optic nerve and visual pathways
H47,Other disorders of optic [2nd] nerve and visual pathways,2369.0,1653.0,2020-2021,H46-H48,Disorders of optic nerve and visual pathways
H48,Disorders of optic [2nd] nerve and visual pathways in diseases classified elsewhere,11.0,5.0,2020-2021,H46-H48,Disorders of optic nerve and visual pathways
H49,Paralytic strabismus,1481.0,1082.0,2020-2021,H49-H52,"Disorders of ocular muscles, binocular movement, accommodation and refraction"
H50,Other strabismus,4686.0,233.0,2020-2021,H49-H52,"Disorders of ocular muscles, binocular movement, accommodation and refraction"
H51,Other disorders of binocular movement,188.0,120.0,2020-2021,H49-H52,"Disorders of ocular muscles, binocular movement, accommodation and refraction"
H52,Disorders of refraction and accommodation,443.0,38.0,2020-2021,H49-H52,"Disorders of ocular muscles, binocular movement, accommodation and refraction"
H53,Visual disturbances,6405.0,5553.0,2020-2021,H53-H54,Visual disturbances and blindness
H54,Visual impairment including blindness (binocular or monocular),386.0,248.0,2020-2021,H53-H54,Visual disturbances and blindness
H55,Nystagmus and other irregular eye movements,407.0,245.0,2020-2021,H55-H59,Other disorders of eye and adnexa
H57,Other disorders of eye and adnexa,2922.0,1299.0,2020-2021,H55-H59,Other disorders of eye and adnexa
H58,Other disorders of eye and adnexa in diseases classified elsewhere,127.0,15.0,2020-2021,H55-H59,Other disorders of eye and adnexa
H59,"Postprocedural disorders of eye and adnexa, not elsewhere classified",1431.0,101.0,2020-2021,H55-H59,Other disorders of eye and adnexa
H60,Otitis externa,5726.0,4980.0,2020-2021,H60-H62,Diseases of external ear
H61,Other disorders of external ear,2729.0,1277.0,2020-2021,H60-H62,Diseases of external ear
H62,Disorders of external ear in diseases classified elsewhere,26.0,21.0,2020-2021,H60-H62,Diseases of external ear
H65,Nonsuppurative otitis media,3264.0,265.0,2020-2021,H65-H75,Diseases of middle ear and mastoid
H66,Suppurative and unspecified otitis media,4168.0,2933.0,2020-2021,H65-H75,Diseases of middle ear and mastoid
H67,Otitis media in diseases classified elsewhere,3.0,3.0,2020-2021,H65-H75,Diseases of middle ear and mastoid
H68,Eustachian salpingitis and obstruction,30.0,7.0,2020-2021,H65-H75,Diseases of middle ear and mastoid
H69,Other disorders of Eustachian tube,356.0,36.0,2020-2021,H65-H75,Diseases of middle ear and mastoid
H70,Mastoiditis and related conditions,606.0,482.0,2020-2021,H65-H75,Diseases of middle ear and mastoid
H71,Cholesteatoma of middle ear,2627.0,100.0,2020-2021,H65-H75,Diseases of middle ear and mastoid
H72,Perforation of tympanic membrane,2000.0,118.0,2020-2021,H65-H75,Diseases of middle ear and mastoid
H73,Other disorders of tympanic membrane,575.0,50.0,2020-2021,H65-H75,Diseases of middle ear and mastoid
H74,Other disorders of middle ear and mastoid,630.0,86.0,2020-2021,H65-H75,Diseases of middle ear and mastoid
H75,Other disorders of middle ear and mastoid in diseases classified elsewhere,1.0,1.0,2020-2021,H65-H75,Diseases of middle ear and mastoid
H80,Otosclerosis,251.0,1.0,2020-2021,H80-H83,Diseases of inner ear
H81,Disorders of vestibular function,7950.0,7542.0,2020-2021,H80-H83,Diseases of inner ear
H82,Vertiginous syndromes in diseases classified elsewhere,3.0,3.0,2020-2021,H80-H83,Diseases of inner ear
H83,Other diseases of inner ear,2755.0,2655.0,2020-2021,H80-H83,Diseases of inner ear
H90,Conductive and sensorineural hearing loss,1881.0,183.0,2020-2021,H90-H95,Other disorders of ear
H91,Other hearing loss,996.0,253.0,2020-2021,H90-H95,Other disorders of ear
H92,Otalgia and effusion of ear,1585.0,1293.0,2020-2021,H90-H95,Other disorders of ear
H93,"Other disorders of ear, not elsewhere classified",637.0,447.0,2020-2021,H90-H95,Other disorders of ear
H95,"Postprocedural disorders of ear and mastoid process, not elsewhere classified",349.0,24.0,2020-2021,H90-H95,Other disorders of ear
I00,Rheumatic fever without mention of heart involvement,11.0,9.0,2020-2021,I00-I02,Acute rheumatic fever
I01,Rheumatic fever with heart involvement,10.0,9.0,2020-2021,I00-I02,Acute rheumatic fever
I02,Rheumatic chorea,33.0,15.0,2020-2021,I00-I02,Acute rheumatic fever
I05,Rheumatic mitral valve diseases,407.0,111.0,2020-2021,I05-I09,Chronic rheumatic heart diseases
I06,Rheumatic aortic valve diseases,25.0,7.0,2020-2021,I05-I09,Chronic rheumatic heart diseases
I07,Rheumatic tricuspid valve diseases,194.0,57.0,2020-2021,I05-I09,Chronic rheumatic heart diseases
I08,Multiple valve diseases,7446.0,1633.0,2020-2021,I05-I09,Chronic rheumatic heart diseases
I09,Other rheumatic heart diseases,13.0,5.0,2020-2021,I05-I09,Chronic rheumatic heart diseases
I10,Essential (primary) hypertension,24658.0,22593.0,2020-2021,I10-I15,Hypertensive diseases
I11,Hypertensive heart disease,506.0,426.0,2020-2021,I10-I15,Hypertensive diseases
I12,Hypertensive renal disease,339.0,176.0,2020-2021,I10-I15,Hypertensive diseases
I13,Hypertensive heart and renal disease,772.0,686.0,2020-2021,I10-I15,Hypertensive diseases
I15,Secondary hypertension,170.0,109.0,2020-2021,I10-I15,Hypertensive diseases
I20,Angina pectoris,41090.0,35809.0,2020-2021,I20-I25,Ischaemic heart diseases
I21,Acute myocardial infarction,76914.0,71499.0,2020-2021,I20-I25,Ischaemic heart diseases
I22,Subsequent myocardial infarction,642.0,604.0,2020-2021,I20-I25,Ischaemic heart diseases
I23,Certain current complications following acute myocardial infarction,121.0,95.0,2020-2021,I20-I25,Ischaemic heart diseases
I24,Other acute ischaemic heart diseases,12564.0,11892.0,2020-2021,I20-I25,Ischaemic heart diseases
I25,Chronic ischaemic heart disease,73698.0,9186.0,2020-2021,I20-I25,Ischaemic heart diseases
I26,Pulmonary embolism,35057.0,33106.0,2020-2021,I26-I28,Pulmonary heart disease & diseases of pulmonary circulation
I27,Other pulmonary heart diseases,4302.0,1472.0,2020-2021,I26-I28,Pulmonary heart disease & diseases of pulmonary circulation
I28,Other diseases of pulmonary vessels,103.0,29.0,2020-2021,I26-I28,Pulmonary heart disease & diseases of pulmonary circulation
I30,Acute pericarditis,1201.0,1142.0,2020-2021,I30-I52,Other forms of heart disease
I31,Other diseases of pericardium,6203.0,5566.0,2020-2021,I30-I52,Other forms of heart disease
I32,Pericarditis in diseases classified elsewhere,9.0,8.0,2020-2021,I30-I52,Other forms of heart disease
I33,Acute and subacute endocarditis,2456.0,1599.0,2020-2021,I30-I52,Other forms of heart disease
I34,Nonrheumatic mitral valve disorders,3552.0,578.0,2020-2021,I30-I52,Other forms of heart disease
I35,Nonrheumatic aortic valve disorders,14059.0,3953.0,2020-2021,I30-I52,Other forms of heart disease
I36,Nonrheumatic tricuspid valve disorders,66.0,20.0,2020-2021,I30-I52,Other forms of heart disease
I37,Pulmonary valve disorders,222.0,21.0,2020-2021,I30-I52,Other forms of heart disease
I38,"Endocarditis, valve unspecified",212.0,135.0,2020-2021,I30-I52,Other forms of heart disease
I39,Endocarditis and heart valve disorders in diseases classified elsewhere,3.0,1.0,2020-2021,I30-I52,Other forms of heart disease
I40,Acute myocarditis,327.0,295.0,2020-2021,I30-I52,Other forms of heart disease
I41,Myocarditis in diseases classified elsewhere,6.0,4.0,2020-2021,I30-I52,Other forms of heart disease
I42,Cardiomyopathy,5987.0,2272.0,2020-2021,I30-I52,Other forms of heart disease
I43,Cardiomyopathy in diseases classified elsewhere,64.0,14.0,2020-2021,I30-I52,Other forms of heart disease
I44,Atrioventricular and left bundle-branch block,17189.0,9535.0,2020-2021,I30-I52,Other forms of heart disease
I45,Other conduction disorders,4168.0,2061.0,2020-2021,I30-I52,Other forms of heart disease
I46,Cardiac arrest,2881.0,2749.0,2020-2021,I30-I52,Other forms of heart disease
I47,Paroxysmal tachycardia,18076.0,11616.0,2020-2021,I30-I52,Other forms of heart disease
I48,Atrial fibrillation and flutter,95245.0,61808.0,2020-2021,I30-I52,Other forms of heart disease
I49,Other cardiac arrhythmias,12446.0,7183.0,2020-2021,I30-I52,Other forms of heart disease
I50,Heart failure,82000.0,73202.0,2020-2021,I30-I52,Other forms of heart disease
I51,Complications and ill-defined descriptions of heart disease,4052.0,1952.0,2020-2021,I30-I52,Other forms of heart disease
I52,Other heart disorders in diseases classified elsewhere,6.0,2.0,2020-2021,I30-I52,Other forms of heart disease
I60,Subarachnoid haemorrhage,5920.0,4759.0,2020-2021,I60-I69,Cerebrovascular diseases
I61,Intracerebral haemorrhage,13694.0,12164.0,2020-2021,I60-I69,Cerebrovascular diseases
I62,Other nontraumatic intracranial haemorrhage,4977.0,4299.0,2020-2021,I60-I69,Cerebrovascular diseases
I63,Cerebral infarction,74170.0,67122.0,2020-2021,I60-I69,Cerebrovascular diseases
I64,"Stroke, not specified as haemorrhage or infarction",3048.0,2635.0,2020-2021,I60-I69,Cerebrovascular diseases
I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",3259.0,1203.0,2020-2021,I60-I69,Cerebrovascular diseases
I66,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",314.0,264.0,2020-2021,I60-I69,Cerebrovascular diseases
I67,Other cerebrovascular diseases,4617.0,2160.0,2020-2021,I60-I69,Cerebrovascular diseases
I68,Cerebrovascular disorders in diseases classified elsewhere,114.0,99.0,2020-2021,I60-I69,Cerebrovascular diseases
I69,Sequelae of cerebrovascular disease,10.0,5.0,2020-2021,I60-I69,Cerebrovascular diseases
I70,Atherosclerosis,13883.0,5999.0,2020-2021,I70-I79,"Diseases of arteries, arterioles & capillaries"
I71,Aortic aneurysm and dissection,8724.0,4290.0,2020-2021,I70-I79,"Diseases of arteries, arterioles & capillaries"
I72,Other aneurysm and dissection,3264.0,1801.0,2020-2021,I70-I79,"Diseases of arteries, arterioles & capillaries"
I73,Other peripheral vascular diseases,5847.0,2357.0,2020-2021,I70-I79,"Diseases of arteries, arterioles & capillaries"
I74,Arterial embolism and thrombosis,6736.0,4347.0,2020-2021,I70-I79,"Diseases of arteries, arterioles & capillaries"
I77,Other disorders of arteries and arterioles,8256.0,2216.0,2020-2021,I70-I79,"Diseases of arteries, arterioles & capillaries"
I78,Diseases of capillaries,1809.0,189.0,2020-2021,I70-I79,"Diseases of arteries, arterioles & capillaries"
I79,"Disorders of arteries, arterioles and capillaries in diseases classified elsewhere",76.0,44.0,2020-2021,I70-I79,"Diseases of arteries, arterioles & capillaries"
I80,Phlebitis and thrombophlebitis,28091.0,25038.0,2020-2021,I80-I89,Diseases of veins & lymphatic system nec.
I81,Portal vein thrombosis,587.0,469.0,2020-2021,I80-I89,Diseases of veins & lymphatic system nec.
I82,Other venous embolism and thrombosis,2346.0,1863.0,2020-2021,I80-I89,Diseases of veins & lymphatic system nec.
I83,Varicose veins of lower extremities,12881.0,3549.0,2020-2021,I80-I89,Diseases of veins & lymphatic system nec.
I85,Oesophageal varices,6807.0,1047.0,2020-2021,I80-I89,Diseases of veins & lymphatic system nec.
I86,Varicose veins of other sites,2476.0,711.0,2020-2021,I80-I89,Diseases of veins & lymphatic system nec.
I87,Other disorders of veins,2743.0,1780.0,2020-2021,I80-I89,Diseases of veins & lymphatic system nec.
I88,Nonspecific lymphadenitis,3270.0,2469.0,2020-2021,I80-I89,Diseases of veins & lymphatic system nec.
I89,Other noninfective disorders of lymphatic vessels and lymph nodes,2126.0,1509.0,2020-2021,I80-I89,Diseases of veins & lymphatic system nec.
I95,Hypotension,26994.0,25986.0,2020-2021,I95-I99,Other & unspecified disorders of the circulatory system
I97,"Postprocedural disorders of circulatory system, not elsewhere classified",73.0,61.0,2020-2021,I95-I99,Other & unspecified disorders of the circulatory system
I98,Other disorders of circulatory system in diseases classified elsewhere,2988.0,894.0,2020-2021,I95-I99,Other & unspecified disorders of the circulatory system
I99,Other and unspecified disorders of circulatory system,366.0,237.0,2020-2021,I95-I99,Other & unspecified disorders of the circulatory system
J00,Acute nasopharyngitis [common cold],567.0,541.0,2020-2021,J00-J06,Acute upper respiratory infections
J01,Acute sinusitis,745.0,624.0,2020-2021,J00-J06,Acute upper respiratory infections
J02,Acute pharyngitis,3054.0,2608.0,2020-2021,J00-J06,Acute upper respiratory infections
J03,Acute tonsillitis,25242.0,18018.0,2020-2021,J00-J06,Acute upper respiratory infections
J04,Acute laryngitis and tracheitis,542.0,452.0,2020-2021,J00-J06,Acute upper respiratory infections
J05,Acute obstructive laryngitis [croup] and epiglottitis,3489.0,3369.0,2020-2021,J00-J06,Acute upper respiratory infections
J06,Acute upper respiratory infections of multiple and unspecified sites,17096.0,16807.0,2020-2021,J00-J06,Acute upper respiratory infections
J09,Influenza due to identified zoonotic or pandemic influenza virus,2.0,0.0,2020-2021,J09-J18,Influenza & pneumonia
J10,Influenza due to identified seasonal influenza virus,87.0,71.0,2020-2021,J09-J18,Influenza & pneumonia
J11,"Influenza, virus not identified",62.0,56.0,2020-2021,J09-J18,Influenza & pneumonia
J12,"Viral pneumonia, not elsewhere classified",1716.0,1638.0,2020-2021,J09-J18,Influenza & pneumonia
J13,Pneumonia due to Streptococcus pneumoniae,733.0,681.0,2020-2021,J09-J18,Influenza & pneumonia
J14,Pneumonia due to Haemophilus influenzae,178.0,128.0,2020-2021,J09-J18,Influenza & pneumonia
J15,"Bacterial pneumonia, not elsewhere classified",2833.0,2579.0,2020-2021,J09-J18,Influenza & pneumonia
J16,"Pneumonia due to other infectious organisms, not elsewhere classified",74.0,38.0,2020-2021,J09-J18,Influenza & pneumonia
J17,Pneumonia in diseases classified elsewhere,93.0,71.0,2020-2021,J09-J18,Influenza & pneumonia
J18,"Pneumonia, organism unspecified",135024.0,131821.0,2020-2021,J09-J18,Influenza & pneumonia
J20,Acute bronchitis,922.0,803.0,2020-2021,J20-J22,Other acute lower respiratory infections
J21,Acute bronchiolitis,6993.0,6826.0,2020-2021,J20-J22,Other acute lower respiratory infections
J22,Unspecified acute lower respiratory infection,47681.0,46190.0,2020-2021,J20-J22,Other acute lower respiratory infections
J30,Vasomotor and allergic rhinitis,3009.0,226.0,2020-2021,J30-J39,Other diseases of upper respiratory tract
J31,"Chronic rhinitis, nasopharyngitis and pharyngitis",630.0,74.0,2020-2021,J30-J39,Other diseases of upper respiratory tract
J32,Chronic sinusitis,3830.0,1737.0,2020-2021,J30-J39,Other diseases of upper respiratory tract
J33,Nasal polyp,3671.0,77.0,2020-2021,J30-J39,Other diseases of upper respiratory tract
J34,Other disorders of nose and nasal sinuses,10112.0,848.0,2020-2021,J30-J39,Other diseases of upper respiratory tract
J35,Chronic diseases of tonsils and adenoids,7594.0,427.0,2020-2021,J30-J39,Other diseases of upper respiratory tract
J36,Peritonsillar abscess,4093.0,3933.0,2020-2021,J30-J39,Other diseases of upper respiratory tract
J37,Chronic laryngitis and laryngotracheitis,67.0,10.0,2020-2021,J30-J39,Other diseases of upper respiratory tract
J38,"Diseases of vocal cords and larynx, not elsewhere classified",7378.0,843.0,2020-2021,J30-J39,Other diseases of upper respiratory tract
J39,Other diseases of upper respiratory tract,2835.0,933.0,2020-2021,J30-J39,Other diseases of upper respiratory tract
J40,"Bronchitis, not specified as acute or chronic",836.0,590.0,2020-2021,J40-J47,Chronic lower respiratory diseases
J41,Simple and mucopurulent chronic bronchitis,17.0,14.0,2020-2021,J40-J47,Chronic lower respiratory diseases
J42,Unspecified chronic bronchitis,133.0,45.0,2020-2021,J40-J47,Chronic lower respiratory diseases
J43,Emphysema,2727.0,2112.0,2020-2021,J40-J47,Chronic lower respiratory diseases
J44,Other chronic obstructive pulmonary disease,73702.0,72033.0,2020-2021,J40-J47,Chronic lower respiratory diseases
J45,Asthma,37079.0,28863.0,2020-2021,J40-J47,Chronic lower respiratory diseases
J46,Status asthmaticus,2137.0,2081.0,2020-2021,J40-J47,Chronic lower respiratory diseases
J47,Bronchiectasis,7632.0,5158.0,2020-2021,J40-J47,Chronic lower respiratory diseases
J60,Coalworker pneumoconiosis,47.0,4.0,2020-2021,J60-J70,Lung diseases due to external agents
J61,Pneumoconiosis due to asbestos and other mineral fibres,103.0,95.0,2020-2021,J60-J70,Lung diseases due to external agents
J62,Pneumoconiosis due to dust containing silica,6.0,3.0,2020-2021,J60-J70,Lung diseases due to external agents
J63,Pneumoconiosis due to other inorganic dusts,2.0,1.0,2020-2021,J60-J70,Lung diseases due to external agents
J64,Unspecified pneumoconiosis,10.0,8.0,2020-2021,J60-J70,Lung diseases due to external agents
J66,Airway disease due to specific organic dust,3.0,3.0,2020-2021,J60-J70,Lung diseases due to external agents
J67,Hypersensitivity pneumonitis due to organic dust,760.0,420.0,2020-2021,J60-J70,Lung diseases due to external agents
J68,"Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours",69.0,59.0,2020-2021,J60-J70,Lung diseases due to external agents
J69,Pneumonitis due to solids and liquids,19478.0,19121.0,2020-2021,J60-J70,Lung diseases due to external agents
J70,Respiratory conditions due to other external agents,234.0,198.0,2020-2021,J60-J70,Lung diseases due to external agents
J80,Adult respiratory distress syndrome,115.0,97.0,2020-2021,J80-J84,Other respiratory diseases principally affecting the interstitium
J81,Pulmonary oedema,761.0,713.0,2020-2021,J80-J84,Other respiratory diseases principally affecting the interstitium
J82,"Pulmonary eosinophilia, not elsewhere classified",4228.0,889.0,2020-2021,J80-J84,Other respiratory diseases principally affecting the interstitium
J84,Other interstitial pulmonary diseases,7651.0,4998.0,2020-2021,J80-J84,Other respiratory diseases principally affecting the interstitium
J85,Abscess of lung and mediastinum,829.0,530.0,2020-2021,J85-J86,Suppurative and necrotic conditions of lower respiratory tract
J86,Pyothorax,2599.0,1650.0,2020-2021,J85-J86,Suppurative and necrotic conditions of lower respiratory tract
J90,"Pleural effusion, not elsewhere classified",20539.0,12822.0,2020-2021,J90-J94,Other diseases of pleura
J91,Pleural effusion in conditions classified elsewhere,456.0,365.0,2020-2021,J90-J94,Other diseases of pleura
J92,Pleural plaque,388.0,134.0,2020-2021,J90-J94,Other diseases of pleura
J93,Pneumothorax,7328.0,5820.0,2020-2021,J90-J94,Other diseases of pleura
J94,Other pleural conditions,1086.0,691.0,2020-2021,J90-J94,Other diseases of pleura
J95,"Postprocedural respiratory disorders, not elsewhere classified",927.0,550.0,2020-2021,J95-J99,Other diseases of the respiratory system
J96,"Respiratory failure, not elsewhere classified",10020.0,8203.0,2020-2021,J95-J99,Other diseases of the respiratory system
J98,Other respiratory disorders,7717.0,2738.0,2020-2021,J95-J99,Other diseases of the respiratory system
J99,Respiratory disorders in diseases classified elsewhere,137.0,36.0,2020-2021,J95-J99,Other diseases of the respiratory system
K00,Disorders of tooth development and eruption,3292.0,122.0,2020-2021,K00-K14,"Diseases of oral cavity, salivary glands & jaws"
K01,Embedded and impacted teeth,10689.0,78.0,2020-2021,K00-K14,"Diseases of oral cavity, salivary glands & jaws"
K02,Dental caries,35007.0,987.0,2020-2021,K00-K14,"Diseases of oral cavity, salivary glands & jaws"
K03,Other diseases of hard tissues of teeth,495.0,13.0,2020-2021,K00-K14,"Diseases of oral cavity, salivary glands & jaws"
K04,Diseases of pulp and periapical tissues,11020.0,6449.0,2020-2021,K00-K14,"Diseases of oral cavity, salivary glands & jaws"
K05,Gingivitis and periodontal diseases,5736.0,647.0,2020-2021,K00-K14,"Diseases of oral cavity, salivary glands & jaws"
K06,Other disorders of gingiva and edentulous alveolar ridge,1436.0,292.0,2020-2021,K00-K14,"Diseases of oral cavity, salivary glands & jaws"
K07,Dentofacial anomalies [including malocclusion],6162.0,375.0,2020-2021,K00-K14,"Diseases of oral cavity, salivary glands & jaws"
K08,Other disorders of teeth and supporting structures,8737.0,836.0,2020-2021,K00-K14,"Diseases of oral cavity, salivary glands & jaws"
K09,"Cysts of oral region, not elsewhere classified",1393.0,71.0,2020-2021,K00-K14,"Diseases of oral cavity, salivary glands & jaws"
K10,Other diseases of jaws,1976.0,952.0,2020-2021,K00-K14,"Diseases of oral cavity, salivary glands & jaws"
K11,Diseases of salivary glands,4380.0,2000.0,2020-2021,K00-K14,"Diseases of oral cavity, salivary glands & jaws"
K12,Stomatitis and related lesions,4474.0,3357.0,2020-2021,K00-K14,"Diseases of oral cavity, salivary glands & jaws"
K13,Other diseases of lip and oral mucosa,8247.0,762.0,2020-2021,K00-K14,"Diseases of oral cavity, salivary glands & jaws"
K14,Diseases of tongue,4262.0,599.0,2020-2021,K00-K14,"Diseases of oral cavity, salivary glands & jaws"
K20,Oesophagitis,13132.0,1619.0,2020-2021,K20-K31,"Diseases of oesophagus, stomach & duodenum"
K21,Gastro-oesophageal reflux disease,63615.0,21467.0,2020-2021,K20-K31,"Diseases of oesophagus, stomach & duodenum"
K22,Other diseases of oesophagus,61791.0,6020.0,2020-2021,K20-K31,"Diseases of oesophagus, stomach & duodenum"
K23,Disorders of oesophagus in diseases classified elsewhere,57.0,1.0,2020-2021,K20-K31,"Diseases of oesophagus, stomach & duodenum"
K25,Gastric ulcer,9550.0,2456.0,2020-2021,K20-K31,"Diseases of oesophagus, stomach & duodenum"
K26,Duodenal ulcer,5184.0,3460.0,2020-2021,K20-K31,"Diseases of oesophagus, stomach & duodenum"
K27,"Peptic ulcer, site unspecified",573.0,475.0,2020-2021,K20-K31,"Diseases of oesophagus, stomach & duodenum"
K28,Gastrojejunal ulcer,240.0,102.0,2020-2021,K20-K31,"Diseases of oesophagus, stomach & duodenum"
K29,Gastritis and duodenitis,102883.0,22840.0,2020-2021,K20-K31,"Diseases of oesophagus, stomach & duodenum"
K30,Functional dyspepsia,4970.0,1080.0,2020-2021,K20-K31,"Diseases of oesophagus, stomach & duodenum"
K31,Other diseases of stomach and duodenum,28104.0,3549.0,2020-2021,K20-K31,"Diseases of oesophagus, stomach & duodenum"
K35,Acute appendicitis,39585.0,38246.0,2020-2021,K35-K38,Diseases of appendix
K36,Other appendicitis,521.0,371.0,2020-2021,K35-K38,Diseases of appendix
K37,Unspecified appendicitis,5006.0,4655.0,2020-2021,K35-K38,Diseases of appendix
K38,Other diseases of appendix,1579.0,1054.0,2020-2021,K35-K38,Diseases of appendix
K40,Inguinal hernia,42716.0,11176.0,2020-2021,K40-K46,Hernia
K41,Femoral hernia,2304.0,1527.0,2020-2021,K40-K46,Hernia
K42,Umbilical hernia,14822.0,6651.0,2020-2021,K40-K46,Hernia
K43,Ventral hernia,13797.0,7274.0,2020-2021,K40-K46,Hernia
K44,Diaphragmatic hernia,37735.0,1809.0,2020-2021,K40-K46,Hernia
